OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity,SteamRatio,ElectricityRatio,NaturalGasRatio,SurfacePerBuilding,SurfacePerFloor,ParkingRatio,BuildingRatio
605,NonResidential,Small- and Mid-Sized Office,Lake Union Building,LAKE UNION,1970,1.0,7,94002,0,94002,Office,93905.0,Parking,31348.0,Inconnu,14923.139939614732,70.0,60.29999924,189.3000031,5662234.0,0.0,5662234.0,0.0,Compliant,39.47,0.42,0.0,1.0,0.0,94002.0,13428.857142857143,0.0,1.0
606,NonResidential,Warehouse,NWCP-SEA Bldg U,GREATER DUWAMISH,1974,1.0,1,93020,0,93020,Non-Refrigerated Warehouse,93020.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,60.0,13.5,42.29999924,1252323.875,0.0,1252324.0,0.0,Compliant,8.73,0.09,0.0,1.000000099814435,0.0,93020.0,93020.0,0.0,1.0
19746,NonResidential,Other,ARTECH,DOWNTOWN,1946,1.0,1,23000,0,23000,Other,20310.0,Office,2689.600098,Inconnu,14923.139939614732,65.44972577696527,30.89999962,56.09999847,711118.375,0.0,260639.0,450480.0,Compliant,25.74,1.12,0.0,0.366519849807003,0.6334810290902693,23000.0,23000.0,0.0,1.0
607,NonResidential,Supermarket / Grocery Store,Safeway 1965 - Rainier Ave,SOUTHEAST,2002,1.0,1,61053,0,61053,Supermarket/Grocery Store,54434.0,Parking,0.0,Inconnu,14923.139939614732,32.0,241.3000031,578.7000122,13133225.0,0.0,8474644.0,4658580.0,Compliant,306.5,5.02,0.0,0.6452827846930209,0.354717139164219,61053.0,61053.0,0.0,1.0
608,NonResidential,Large Office,411 1ST AVE  S (ID608),DOWNTOWN,1913,5.0,7,154159,0,154159,Office,193154.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,100.0,58.0,28.0,11195917.0,0.0,1608768.0,343050.0,Non-Compliant,29.43,0.19,0.0,0.14369238357161812,0.030640634438429654,30831.8,22022.714285714286,0.0,1.0
609,NonResidential,Small- and Mid-Sized Office,111 S. Jackson,DOWNTOWN,1904,1.0,5,78920,0,78920,Office,78564.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,88.0,36.0,113.0999985,2830674.75,0.0,2830674.0,0.0,Compliant,19.73,0.25,0.0,0.9999997350455047,0.0,78920.0,15784.0,0.0,1.0
610,NonResidential,Small- and Mid-Sized Office,FX McRory Building,DOWNTOWN,1906,1.0,7,99440,0,99440,Office,65088.0,Retail Store,23857.0,Inconnu,14923.139939614732,64.0,74.30000305,188.1000061,6606832.5,0.0,4685851.0,1920981.0,Compliant,134.69,1.35,0.0,0.7092431963425742,0.2907567279781953,99440.0,14205.714285714286,0.0,1.0
611,NonResidential,Small- and Mid-Sized Office,Westland Building,DOWNTOWN,1907,1.0,6,73260,0,73260,Office,63871.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,82.0,44.70000076,140.3000031,2853189.5,0.0,2853189.0,0.0,Compliant,19.89,0.27,0.0,0.9999998247575214,0.0,73260.0,12210.0,0.0,1.0
612,NonResidential,Small- and Mid-Sized Office,The Globe Building,DOWNTOWN,1900,1.0,4,69817,0,69817,Office,34647.0,Retail Store,26039.0,Inconnu,14923.139939614732,87.0,35.90000153,82.5,2178074.5,771085.1875,1245123.0,161866.0,Compliant,76.8,1.1,0.35402149352558876,0.5716622640777439,0.0743160989213179,69817.0,17454.25,0.0,1.0
613,NonResidential,Small- and Mid-Sized Office,The Grand Central Building,DOWNTOWN,1900,1.0,4,84750,0,84750,Office,41609.0,Enclosed Mall,28734.0,Inconnu,14923.139939614732,65.44972577696527,29.79999924,86.09999847,2094724.625,0.0,1846842.0,247883.0,Compliant,26.04,0.31,0.0,0.8816633833194184,0.11833679570172619,84750.0,21187.5,0.0,1.0
614,NonResidential,Small- and Mid-Sized Office,Interurban Building,DOWNTOWN,1900,1.0,6,75496,13320,62176,Office,45799.0,Retail Store,9739.0,Restaurant,4689.0,65.44972577696527,59.29999924,186.1000061,3570161.75,0.0,3570162.0,0.0,Compliant,24.89,0.33,0.0,1.0000000700248386,0.0,62176.0,10362.666666666666,0.17643318851329873,0.8235668114867013
615,NonResidential,Large Office,Occidental Mall,DOWNTOWN,1900,1.0,4,164380,0,164380,Office,123607.0,Retail Store,20795.0,Inconnu,14923.139939614732,79.0,53.0,145.8000031,7655751.0,399538.3125,6196714.0,1059498.0,Compliant,130.31,0.79,0.05218799729771775,0.8094194808582463,0.1383924320422647,164380.0,41095.0,0.0,1.0
616,NonResidential,Large Office,(ID616) Court in the Square,DOWNTOWN,1907,1.0,7,160580,0,160580,Office,160580.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,98.0,27.0,67.90000153,4336187.5,347207.9063,3014081.0,974898.0,Compliant,99.59,0.62,0.0800721616166275,0.6950993240029404,0.22482837746292106,160580.0,22940.0,0.0,1.0
618,NonResidential,Small- and Mid-Sized Office,Prefontaine,DOWNTOWN,1909,1.0,6,73470,0,73470,Office,47145.0,Non-Refrigerated Warehouse,9477.0,Retail Store,9477.0,83.0,48.59999847,152.6000061,3212269.0,0.0,3212269.0,0.0,Error - Correct Default Data,22.39,0.3,0.0,1.0,0.0,73470.0,12245.0,0.0,1.0
619,NonResidential,Other,King Street Station,DOWNTOWN,1906,1.0,3,67755,0,67755,Other,33647.0,Office,19705.0,Other - Entertainment/Public Assembly,11988.0,65.44972577696527,29.10000038,91.30000305,1904480.0,0.0,1904480.0,0.0,Compliant,13.28,0.2,0.0,1.0,0.0,67755.0,22585.0,0.0,1.0
620,NonResidential,Mixed Use Property,Pacific Office Automation,GREATER DUWAMISH,1910,1.0,3,56700,0,56700,Office,26250.0,Distribution Center,18050.0,Non-Refrigerated Warehouse,12400.0,37.0,41.79999924,119.3000031,2371575.0,0.0,2045416.0,326159.0,Compliant,31.58,0.56,0.0,0.8624715642558215,0.13752843574417845,56700.0,18900.0,0.0,1.0
621,NonResidential,Warehouse,1021-1045 6th Ave. S.,GREATER DUWAMISH,1922,1.0,1,82852,0,82852,Non-Refrigerated Warehouse,58472.0,Retail Store,23282.0,Inconnu,14923.139939614732,83.0,26.29999924,54.70000076,2153603.5,0.0,1058065.0,1095539.0,Compliant,65.56,0.79,0.0,0.4912998144737413,0.5087004176952721,82852.0,82852.0,0.0,1.0
622,NonResidential,Other,Pacific Galleries,GREATER DUWAMISH,1953,1.0,2,76442,0,76442,Other,50500.0,Distribution Center,18000.0,Office,7604.0,65.44972577696527,52.29999924,101.6999969,3978277.0,0.0,1705403.0,2272874.0,Compliant,132.6,1.73,0.0,0.4286787973788653,0.5713212026211347,76442.0,38221.0,0.0,1.0
623,NonResidential,Distribution Center,Hullin Transfer Building,GREATER DUWAMISH,1962,1.0,2,92792,0,92792,Distribution Center,85343.0,Office,13435.0,Inconnu,14923.139939614732,56.0,31.89999962,76.40000153,3155496.0,0.0,2024573.0,1130923.0,Compliant,74.18,0.8,0.0,0.6416021443221605,0.35839785567783955,92792.0,46396.0,0.0,1.0
624,NonResidential,Other,South Occidental Warehouse,GREATER DUWAMISH,1941,2.0,2,125519,0,125519,Manufacturing/Industrial Plant,142901.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,15.69999981,49.29999924,2244317.0,0.0,2244317.0,0.0,Compliant,15.65,0.12,0.0,1.0,0.0,62759.5,62759.5,0.0,1.0
625,NonResidential,Large Office,"2200 Equities, LLC",GREATER DUWAMISH,1900,1.0,4,129000,25800,103200,Office,104869.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,80.0,41.70000076,131.0,4374646.0,0.0,4374645.0,0.0,Compliant,30.5,0.24,0.0,0.9999997714100752,0.0,103200.0,25800.0,0.2,0.8
626,NonResidential,Warehouse,Warehouse 1,GREATER DUWAMISH,1954,1.0,1,78814,0,78814,Non-Refrigerated Warehouse,78814.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,69.0,10.89999962,28.29999924,861972.875,0.0,635127.0,226846.0,Compliant,16.48,0.21,0.0,0.7368294506947217,0.2631706943214425,78814.0,78814.0,0.0,1.0
627,NonResidential,Small- and Mid-Sized Office,Roebling Building,GREATER DUWAMISH,1904,1.0,4,58970,0,58970,Office,39870.0,Non-Refrigerated Warehouse,11600.0,Multifamily Housing,7000.0,65.44972577696527,30.39999962,73.09999847,1776411.75,0.0,1152375.0,624037.0,Compliant,41.18,0.7,0.0,0.6487093997210951,0.35129074101204294,58970.0,14742.5,0.0,1.0
628,NonResidential,Distribution Center,Palmer Court Building,GREATER DUWAMISH,1910,1.0,6,75600,10800,64800,Distribution Center,51040.0,Office,10500.0,Parking,6000.0,15.0,43.70000076,137.1999969,2688675.75,0.0,2688675.0,0.0,Compliant,18.74,0.25,0.0,0.999999721052269,0.0,64800.0,10800.0,0.14285714285714285,0.8571428571428571
629,NonResidential,Distribution Center,1016 1st Ave S LP,GREATER DUWAMISH,1907,1.0,4,56270,0,56270,Distribution Center,39884.0,Non-Refrigerated Warehouse,9270.0,Office,4116.0,65.44972577696527,18.79999924,59.0,1056782.125,0.0,1056782.0,0.0,Compliant,7.37,0.13,0.0,0.9999998817163944,0.0,56270.0,14067.5,0.0,1.0
630,NonResidential,Small- and Mid-Sized Office,The Reedo Building,DOWNTOWN,1904,1.0,4,66842,0,66842,Office,43122.0,Retail Store,10514.0,Inconnu,14923.139939614732,31.0,104.5999985,244.5,5608600.5,0.0,3457540.0,2151060.0,Compliant,138.35,2.07,0.0,0.6164710786585709,0.3835288321926299,66842.0,16710.5,0.0,1.0
632,NonResidential,Small- and Mid-Sized Office,Provident Building,DOWNTOWN,1909,1.0,6,75288,10800,64488,Office,65508.0,Parking,10918.0,Inconnu,14923.139939614732,81.0,44.09999847,138.6000061,2891605.0,0.0,2891229.0,376.0,Compliant,20.18,0.27,0.0,0.9998699684085482,0.00013003159145180617,64488.0,10748.0,0.14344915524386356,0.8565508447561364
633,NonResidential,Large Office,83 S KING ST BLDG (ID633),DOWNTOWN,1904,1.0,7,184322,0,184322,Office,183916.0,Data Center,406.0,Inconnu,14923.139939614732,81.0,52.70000076,165.6000061,9722890.0,0.0,9722889.0,0.0,Compliant,67.78,0.37,0.0,0.9999998971499214,0.0,184322.0,26331.714285714286,0.0,1.0
634,NonResidential,Large Office,505 FIRST AVE S BLDG (ID634),DOWNTOWN,2009,1.0,7,287853,0,287853,Office,273812.0,Retail Store,12102.0,Inconnu,14923.139939614732,43.0,89.40000153,280.2000122,25567108.0,0.0,25482582.0,84524.0,Compliant,182.14,0.63,0.0,0.9966939553742253,0.0033059664002670934,287853.0,41121.857142857145,0.0,1.0
635,NonResidential,Small- and Mid-Sized Office,1201 Building,GREATER DUWAMISH,1914,1.0,2,64512,0,64512,Office,63000.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,53.0,94.69999695,197.3999939,5968153.5,0.0,2952139.0,3016015.0,Compliant,180.76,2.8,0.0,0.49464863797487785,0.5053514458031282,64512.0,32256.0,0.0,1.0
637,NonResidential,Mixed Use Property,Stadium Innovation Center,GREATER DUWAMISH,2009,1.0,6,286000,111774,174226,Parking,111774.0,Office,108747.0,Other,49271.0,65.44972577696527,366.3999939,1150.300049,63835192.0,0.0,63822136.0,13053.0,Compliant,445.62,1.56,0.0,0.9997954733182286,0.00020447968575076895,174226.0,29037.666666666668,0.39081818181818184,0.6091818181818182
638,NonResidential,Warehouse,West Coast Building,GREATER DUWAMISH,1926,1.0,7,144050,0,144050,Non-Refrigerated Warehouse,144050.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,26.0,27.29999924,63.29999924,3929371.0,0.0,2389825.0,1539546.0,Compliant,98.43,0.68,0.0,0.6081953065770578,0.3918046934229423,144050.0,20578.571428571428,0.0,1.0
639,NonResidential,Small- and Mid-Sized Office,Green Room,GREATER DUWAMISH,1930,1.0,3,60592,0,60592,Office,60384.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,16.0,83.59999847,253.5,5049446.5,0.0,4788414.0,261032.0,Compliant,47.25,0.78,0.0,0.9483047300332819,0.051695170945964077,60592.0,20197.333333333332,0.0,1.0
640,NonResidential,Large Office,Starbucks Center,GREATER DUWAMISH,1912,1.0,6,1380959,0,1380959,Office,1000730.0,Retail Store,281296.0,Non-Refrigerated Warehouse,220303.0,79.0,49.29999924,146.1000061,74130576.0,0.0,67760546.0,6370020.0,Compliant,810.7,0.59,0.0,0.9140701402347123,0.08592972486818394,1380959.0,230159.83333333334,0.0,1.0
641,NonResidential,Retail Store,The Home Depot,GREATER DUWAMISH,1993,1.0,1,107930,0,107930,Retail Store,107704.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,57.0,67.0,189.5,7221482.5,0.0,6136093.0,1085388.0,Compliant,100.42,0.93,0.0,0.8496999058018904,0.15029988648452725,107930.0,107930.0,0.0,1.0
642,NonResidential,Warehouse,99/55 South Spokane St. Whse,GREATER DUWAMISH,1926,1.0,1,99084,0,99084,Non-Refrigerated Warehouse,99084.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,83.0,16.29999924,33.90000153,1618110.375,0.0,795088.0,823022.0,Compliant,49.25,0.5,0.0,0.49136821089846855,0.5086315573497265,99084.0,99084.0,0.0,1.0
647,NonResidential,Distribution Center,Ferguson Building,Delridge,1953,1.0,1,72719,0,72719,Distribution Center,72719.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,28.0,35.5,96.09999847,2581741.75,0.0,2045435.0,536307.0,Compliant,42.74,0.59,0.0,0.792269404947261,0.20773069188659168,72719.0,72719.0,0.0,1.0
649,NonResidential,Small- and Mid-Sized Office,INScape,EAST,1930,1.0,4,76624,0,76624,Office,76624.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,91.0,36.20000076,105.3000031,2773647.5,0.0,2468547.0,305100.0,Compliant,33.41,0.44,0.0,0.8900002613886588,0.10999955834330065,76624.0,19156.0,0.0,1.0
650,NonResidential,Small- and Mid-Sized Office,45th Street Plaza,NORTHEAST,2001,1.0,6,91706,36583,55123,Office,53281.0,Parking,34701.0,Other,3724.0,2.0,150.3000031,472.1000061,8570571.0,0.0,8570570.0,0.0,Compliant,59.75,0.65,0.0,0.9999998833216597,0.0,55123.0,9187.166666666666,0.39891610145464856,0.6010838985453515
651,NonResidential,Medical Office,BMR-530 Fairview Avenue LLC,LAKE UNION,2008,1.0,5,129093,39902,89191,Medical Office,89131.0,Parking,37652.0,Other,5615.0,6.0,203.1999969,473.6000061,19248732.0,0.0,11800324.0,7448407.0,Compliant,477.85,3.7,0.0,0.6130442254585913,0.38695572258993477,89191.0,17838.2,0.3090949935317949,0.6909050064682051
652,NonResidential,Large Office,West Seattle Corporate Center,DELRIDGE,1991,1.0,5,138106,16221,121885,Office,119083.0,Parking,16221.0,Inconnu,14923.139939614732,41.0,70.40000153,221.0,8381834.5,0.0,8381833.0,0.0,Compliant,58.43,0.42,0.0,0.9999998210415632,0.0,121885.0,24377.0,0.11745326053900627,0.8825467394609937
654,NonResidential,Retail Store,AIRPORT WAY SOUTH,GREATER DUWAMISH,1973,1.0,1,56572,0,56572,Retail Store,56576.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,66.0,42.59999847,93.30000305,2409429.0,0.0,1315085.0,1094344.0,Compliant,67.29,1.19,0.0,0.5458077411702109,0.45419225882978914,56572.0,56572.0,0.0,1.0
656,NonResidential,Medical Office,Arnold Pavilion,EAST,2004,1.0,1,225982,0,225982,Medical Office,200184.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,53.0,102.6999969,246.8999939,20560622.0,7815663.0,12744957.0,0.0,Compliant,692.12,3.06,0.38012775099897267,0.6198721517277055,0.0,225982.0,225982.0,0.0,1.0
657,NonResidential,Mixed Use Property,2200 Westlake - SEDO,DOWNTOWN,2006,1.0,1,516407,0,516407,Parking,385196.0,Multifamily Housing,340236.0,Hotel,67627.0,31.0,76.30000305,199.1999969,39403320.0,0.0,29432803.0,9970512.0,Compliant,734.72,1.42,0.0,0.7469625148337754,0.25303735827336377,516407.0,516407.0,0.0,1.0
658,NonResidential,Large Office,505 Union Station - SEDO,DOWNTOWN,2000,1.0,11,312512,0,312512,Office,303312.0,Data Center,4738.0,Restaurant,4462.0,65.44972577696527,82.40000153,257.7999878,25747022.0,0.0,25619164.0,127855.0,Compliant,185.39,0.59,0.0,0.995034066464075,0.004965817017595278,312512.0,28410.18181818182,0.0,1.0
659,NonResidential,Large Office,Russell Investments Center,DOWNTOWN,2005,1.0,42,1592914,0,1592914,Office,914832.0,Parking,348788.0,Financial Office,303910.0,97.0,45.29999924,140.0,56498868.0,986403.1875,55123924.0,388532.0,Compliant,481.06,0.3,0.017458813289852108,0.975664220387566,0.0068768103460055165,1592914.0,37926.52380952381,0.0,1.0
660,NonResidential,Small- and Mid-Sized Office,1505 5th Ave,DOWNTOWN,1926,1.0,6,97720,0,97720,Office,51881.0,Data Center,11999.0,Retail Store,9713.0,65.44972577696527,33.70000076,105.6999969,2478025.25,0.0,2478025.0,0.0,Compliant,17.28,0.18,0.0,0.9999998991132153,0.0,97720.0,16286.666666666666,0.0,1.0
661,NonResidential,Medical Office,Elmer J. Nordstrom Medical Tower,EAST,1985,1.0,10,422503,206580,215923,Medical Office,197408.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,46.0,87.40000153,264.7000122,17254810.0,994154.3125,16260654.0,0.0,Compliant,190.1,0.45,0.05761606836006888,0.9423838338411145,0.0,215923.0,21592.3,0.48894327377557084,0.5110567262244292
671,NonResidential,Medical Office,Jefferson Tower,CENTRAL,1987,1.0,7,94500,0,94500,Medical Office,113739.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,68.0,50.90000153,159.8999939,5792926.0,0.0,5792925.0,0.0,Compliant,40.38,0.43,0.0,0.9999998273756647,0.0,94500.0,13500.0,0.0,1.0
673,NonResidential,Retail Store,#8944 West Seattle,DELRIDGE,2005,1.0,1,94713,0,94713,Retail Store,109758.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,79.0,49.40000153,131.5,5417598.0,0.0,4182901.0,1234697.0,Compliant,94.74,1.0,0.0,0.772095124075282,0.22790487592471792,94713.0,94713.0,0.0,1.0
674,NonResidential,Medical Office,7th and Madison,EAST,2008,1.0,9,302902,101342,201560,Medical Office,201365.0,Parking,86270.0,Inconnu,14923.139939614732,58.0,73.30000305,223.8000031,14751117.0,0.0,14155468.0,595647.0,Compliant,130.32,0.43,0.0,0.9596200748729741,0.04037978954407317,201560.0,22395.555555555555,0.33457025704683363,0.6654297429531664
677,NonResidential,Medical Office,Cabrini Medical Tower,EAST,1973,1.0,19,319911,156407,163504,Medical Office,170727.0,Parking,69171.0,Inconnu,14923.139939614732,50.0,88.30000305,236.3000031,15067340.0,3593940.25,11473398.0,0.0,Compliant,357.39,1.12,0.23852519754648133,0.7614746863082668,0.0,163504.0,8605.473684210527,0.48890785249647556,0.5110921475035244
678,NonResidential,Large Office,Colman Building,DOWNTOWN,1900,1.0,6,205521,0,205521,Office,114919.0,Retail Store,28643.0,Inconnu,14923.139939614732,94.0,56.70000076,124.6999969,8138616.5,2068666.75,4325997.0,1743952.0,Compliant,282.46,1.37,0.2541791654638107,0.5315396050422083,0.21428113734072615,205521.0,34253.5,0.0,1.0
679,NonResidential,Small- and Mid-Sized Office,Mutual Life Building,DOWNTOWN,1900,1.0,6,56700,0,56700,Office,46000.0,Retail Store,10500.0,Inconnu,14923.139939614732,55.0,54.29999924,170.3999939,3065954.5,0.0,3065954.0,0.0,Compliant,21.37,0.38,0.0,0.9999998369186497,0.0,56700.0,9450.0,0.0,1.0
680,NonResidential,Small- and Mid-Sized Office,RDA Building,GREATER DUWAMISH,1925,1.0,4,72000,0,72000,Office,72000.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,89.0,37.90000153,116.1999969,2729167.75,0.0,2632591.0,96576.0,Compliant,23.48,0.33,0.0,0.9646131132833443,0.035386611907604434,72000.0,18000.0,0.0,1.0
681,NonResidential,Large Office,1633 Westlake Building,MAGNOLIA / QUEEN ANNE,2000,1.0,4,191146,94892,96254,Office,103000.0,Parking,80000.0,Inconnu,14923.139939614732,93.0,49.5,155.5,5101504.5,0.0,5101504.0,0.0,Compliant,35.56,0.19,0.0,0.9999999019896973,0.0,96254.0,24063.5,0.49643727831082,0.50356272168918
682,NonResidential,Other,West Seattle Fitness,DELRIDGE,2001,1.0,3,68763,11527,57236,Other - Recreation,50000.0,Parking,11527.0,Swimming Pool,0.0,65.44972577696527,180.6000061,343.1000061,9029489.0,0.0,3670762.0,5358726.0,Compliant,310.19,4.51,0.0,0.40653042492216335,0.5934694643295982,57236.0,19078.666666666668,0.1676337565260387,0.8323662434739613
683,NonResidential,Other,Rainier Square Plaza,SOUTHEAST,1994,3.0,1,102133,0,102133,Strip Mall,107427.0,Parking,0.0,Inconnu,14923.139939614732,65.44972577696527,192.8999939,443.0,20725996.0,0.0,12356956.0,8369038.0,Compliant,530.62,5.2,0.0,0.5962056540008982,0.4037942495019298,34044.333333333336,102133.0,0.0,1.0
685,NonResidential,Large Office,818 Stewart,DOWNTOWN,2008,1.0,14,362046,0,362046,Office,232443.0,Parking,97874.0,Other,3534.0,86.0,66.59999847,207.8000031,15725581.0,0.0,15566951.0,158627.0,Compliant,116.95,0.32,0.0,0.98991261435746,0.010087194870574257,362046.0,25860.428571428572,0.0,1.0
689,NonResidential,Other,Marketplace at Queen Anne,MAGNOLIA / QUEEN ANNE,1994,3.0,2,81336,0,81336,Lifestyle Center,81385.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.44972577696527,160.8000031,405.2999878,13085297.0,0.0,9206777.0,3878519.0,Compliant,270.17,3.32,0.0,0.7035970983310504,0.29640282524729855,27112.0,40668.0,0.0,1.0
690,NonResidential,Large Office,One Convention Place,DOWNTOWN,2001,1.0,23,538933,0,538933,Office,366554.0,Parking,122821.0,Inconnu,14923.139939614732,90.0,43.70000076,137.1999969,16020642.0,0.0,16020640.0,0.0,Compliant,111.69,0.21,0.0,0.9999998751610578,0.0,538933.0,23431.869565217392,0.0,1.0
692,NonResidential,Other,2323 Elliott,DOWNTOWN,1983,1.0,6,275982,197130,78852,Parking,197040.0,Office,78852.0,Inconnu,14923.139939614732,65.44972577696527,66.40000153,208.3999939,5233553.5,0.0,5233553.0,0.0,Compliant,36.49,0.13,0.0,0.999999904462618,0.0,78852.0,13142.0,0.7142857142857143,0.2857142857142857
693,NonResidential,Small- and Mid-Sized Office,Queen Anne Square East (200),MAGNOLIA / QUEEN ANNE,1982,1.0,5,98668,0,98668,Office,98668.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,91.0,44.5,139.6999969,4391348.0,0.0,4391348.0,0.0,Compliant,30.61,0.31,0.0,1.0,0.0,98668.0,19733.6,0.0,1.0
694,NonResidential,Large Office,Rainier Brewery,GREATER DUWAMISH,2007,1.0,1,158931,28381,130550,Office,80157.0,Multifamily Housing,34302.0,Parking,26937.0,12.0,67.69999695,199.3000031,8751704.0,0.0,7938248.0,813455.0,Compliant,98.54,0.62,0.0,0.9070517010173105,0.09294818471922725,130550.0,130550.0,0.17857434987510304,0.821425650124897
696,NonResidential,Large Office,"Ocean Beauty Seafoods, LLC",MAGNOLIA / QUEEN ANNE,1978,1.0,1,105100,0,105100,Office,105100.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,1.0,210.1000061,571.7000122,22078064.0,0.0,17657706.0,4420357.0,Compliant,357.86,3.4,0.0,0.7997850717345506,0.20021488297162288,105100.0,105100.0,0.0,1.0
700,NonResidential,Supermarket / Grocery Store,IUC- Whole Foods Interbay,MAGNOLIA / QUEEN ANNE,2008,1.0,1,57176,0,57176,Supermarket/Grocery Store,39500.0,Retail Store,15000.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5500.0,31.0,208.8000031,0.0,12525174.0,0.0,0.0,0.0,Compliant,0.0,0.0,0.0,0.0,0.0,57176.0,57176.0,0.0,1.0
701,NonResidential,Retail Store,Elliot Industrial,MAGNOLIA / QUEEN ANNE,1978,1.0,1,50660,0,50660,Retail Store,50660.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,51.0,52.5,127.3000031,2661488.0,0.0,1747974.0,913514.0,Compliant,60.7,1.2,0.0,0.6567656889679758,0.3432343110320242,50660.0,50660.0,0.0,1.0
702,NonResidential,Small- and Mid-Sized Office,Hays Elliot,MAGNOLIA / QUEEN ANNE,1937,1.0,2,61929,0,61929,Office,39879.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,59.0,55.20000076,127.5999985,2203026.5,0.0,1328054.0,874972.0,Compliant,55.73,0.9,0.0,0.6028316046130175,0.39716816842648056,61929.0,30964.5,0.0,1.0
703,NonResidential,Large Office,501 Elliott Ave West,MAGNOLIA / QUEEN ANNE,2000,1.0,4,165111,55000,110111,Office,104667.0,Parking,55000.0,Data Center,5444.0,1.0,231.3999939,726.5999756,25478086.0,0.0,25478083.0,0.0,Compliant,177.62,1.08,0.0,0.9999998822517515,0.0,110111.0,27527.75,0.33310924166167005,0.66689075833833
704,NonResidential,Large Office,401 Elliott Ave West,MAGNOLIA / QUEEN ANNE,2000,1.0,4,129551,42500,87051,Office,82273.0,Parking,42500.0,Data Center,4778.0,1.0,311.7000122,978.9000244,27137190.0,0.0,27137187.0,0.0,Non-Compliant,189.18,1.46,0.0,0.9999998894506027,0.0,87051.0,21762.75,0.3280561323339843,0.6719438676660157
19755,NonResidential,Small- and Mid-Sized Office,"2607 Building, LLC",DOWNTOWN,1925,1.0,3,20565,0,20565,Office,20565.0,Inconnu,36804.1605811462,Inconnu,14923.139939614732,65.0,39.0,122.5,802312.5,0.0,802312.0,0.0,Compliant,5.59,0.27,0.0,0.9999993768014334,0.0,20565.0,6855.0,0.0,1.0
705,NonResidential,Large Office,351 Elliott Ave West,MAGNOLIA / QUEEN ANNE,2000,1.0,5,159937,55971,103966,Office,106449.0,Parking,50258.0,Inconnu,14923.139939614732,63.0,73.80000305,231.8000031,7857972.5,0.0,7857972.0,0.0,Compliant,54.78,0.34,0.0,0.9999999363703551,0.0,103966.0,20793.2,0.3499565453897472,0.6500434546102528
706,NonResidential,Large Office,333 Elliott West,MAGNOLIA / QUEEN ANNE,2008,1.0,5,183964,46763,137201,Office,133451.0,Parking,46763.0,Data Center,3750.0,56.0,108.3000031,340.0,14856199.0,0.0,14856198.0,0.0,Compliant,103.57,0.56,0.0,0.9999999326880314,0.0,137201.0,27440.2,0.2541964732230219,0.7458035267769781
707,NonResidential,Large Office,101 ELLIOTT AVENUE WEST,MAGNOLIA / QUEEN ANNE,1986,1.0,5,208210,78848,129362,Office,109978.0,Parking,78848.0,Inconnu,14923.139939614732,95.0,50.09999847,125.1999969,5514308.5,0.0,3817281.0,1697027.0,Compliant,116.74,0.56,0.0,0.692250170624295,0.3077497387025046,129362.0,25872.4,0.3786945871956198,0.6213054128043802
708,NonResidential,Large Office,3131 Elliott Avenue,DOWNTOWN,1986,1.0,7,277486,80283,197203,Office,178625.0,Parking,87624.0,Other,14653.0,63.0,65.90000153,206.8000031,12729858.0,0.0,12729856.0,0.0,Compliant,88.74,0.32,0.0,0.9999998428890566,0.0,197203.0,28171.85714285714,0.28932270456887915,0.7106772954311209
